symbol,name,currency,exchange,country,type
VG,Vonage Holdings Corp,USD,NYSE,United States,Common Stock
VG,Vonage Holdings Corp,USD,NASDAQ,United States,Common Stock
VGAC,VG Acquisition Corp.,USD,NYSE,United States of America,EQUITY
VGANF,Plant & Co. Brands Ltd.,USD,OTC,United States of America,EQUITY
VGI,Virtus Global Multi-Sector Income Fund,USD,NYSE,United States,Closed-end Fund
VGID,V Group,,,,
VGLS,VG Life Sciences Inc.,USD,OTC,United States,Common Stock
VGM,Invesco Trust for Investment Grade Municipals,USD,NYSE,United States,Closed-end Fund
VGR,Vector Group Ltd,USD,NYSE,United States,Common Stock
VGREF,VIASPACE Green Energy Inc.,USD,OTC,United States,Common Stock
VGTL,VGTel,,,,
VGZ,Vista Gold Corp,USD,NYSE,United States,Common Stock
VHC,VirnetX Holding Corp,USD,NYSE,United States of America,EQUITY
VHC,VirnetX Holding Corp,USD,NYSE,United States,Common Stock
VHI,Valhi Inc,USD,NYSE,United States,Common Stock
VHUB,Vapor Hub International Inc.,USD,OTC,United States,Common Stock
VIAC,ViacomCBS Inc,USD,NASDAQ,United States,Common Stock
VIACA,ViacomCBS Inc,USD,NASDAQ,United States,Common Stock
VIAO,VIA optronics AG,USD,NYSE,United States of America,EQUITY
VIAP,VIA Pharmaceuticals,,,,
VIAV,Viavi Solutions Inc,USD,NASDAQ,United States,Common Stock
VIBI,Vilacto Bio Inc.,USD,OTC,United States,Common Stock
VICI,VICI Properties Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
VICR,Vicor Corp,USD,NASDAQ,United States,Common Stock
VICT,Victura Construction Group,,,,
VIDA,Vidaroo Corp,USD,OTC,United States,Common Stock
VIE,Viela Bio Inc,USD,NASDAQ,United States,Common Stock
VIEW,View,,,,
VIEW,View,,,,
VIH,VPC Impact Acquisition Holdings,USD,NASDAQ,United States of America,EQUITY
VIH,VPC Impact Acquisition Holdings,USD,NASDAQ,United States of America,Common Stock
VII,7GC & Co. Holdings Inc.,USD,NASDAQ,United States of America,EQUITY
VIIN,Motor Sport Country Club Holdings,,,,
VINC,Vincerx,,,,
VINO,Gaucho Group Holdings,,,,
VINP,Vinci Partners Investments Ltd.,USD,NASDAQ,United States of America,EQUITY
VINS,Vindicator Silver Lead Mining Co.,USD,OTC,United States,Common Stock
VIOT,Viomi Technology Co Ltd,USD,NASDAQ,United States,Depositary Receipt
VIPK,VIP*ComLink,,,,
VIPS,Vipshop Holdings Ltd,USD,NYSE,United States,Depositary Receipt
VIPV,VIPR Corp.,USD,OTC,United States,Common Stock
VIR,Vir Biotechnology Inc,USD,NASDAQ,United States,Common Stock
VIRA,Viratech Corp.,USD,OTC,United States,Common Stock
VIRC,Virco Mfg. Corporation,USD,NASDAQ,United States of America,EQUITY
VIRC,Virco Manufacturing Corp,USD,NASDAQ,United States,Common Stock
VIRI,Virios Therapeutics,,,,
VIRT,Virtu Financial Inc,USD,NASDAQ,United States,Common Stock
VIRX,Viracta Therapeutics,,,,
VISL,Vislink Technologies,,,,
VISL,Vislink Technologies Inc,USD,NASDAQ,United States,Common Stock
VISM,Visium Technologies,,,,
VIST,Vista Oil & Gas SAB de CV,USD,NYSE,United States,Depositary Receipt
VITL,Vital Farms Inc,USD,NASDAQ,United States of America,Common Stock
VITX,Vitana-X,,,,
VIV,Telefonica Brasil SA,USD,NYSE,United States,Depositary Receipt
VIVC,Vivic Corp.,USD,OTC,United States,Common Stock
VIVE,Viveve Medical Inc,USD,NASDAQ,United States,Common Stock
VIVK,Vivakor Inc.,USD,OTC,United States,Common Stock
VIVO,Meridian Bioscience Inc,USD,NASDAQ,United States,Common Stock
VIZC,VizConnect,,,,
VIZG,VisionGlobal Corp.,USD,OTC,United States,Common Stock
VIZSF,Vizsla Resources Corp.,USD,OTC,United States of America,EQUITY
VJET,voxeljet AG,USD,NASDAQ,United States of America,EQUITY
VJET,voxeljet AG,USD,NYSE,United States,Depositary Receipt
VKI,Invesco Advantage Municipal Income Trust II,USD,NYSE,United States of America,EQUITY
VKI,Invesco Advantage Municipal Income Trust II,USD,NYSE,United States,Closed-end Fund
VKIN,Viking Energy Group,,,,
VKIN,Viking Energy Group,,,,
VKMTF,Victory Metals Inc.,USD,OTC,United States of America,EQUITY
VKQ,Invesco Municipal Trust,USD,NYSE,United States,Closed-end Fund
VKSKF,Vital KSK Holdings,,,,
VKTX,Viking Therapeutics Inc,USD,NASDAQ,United States,Common Stock
VKTX,Viking Therapeutics,,,,
VLBI,Valentine Beauty,,,,
VLDR,Velodyne Lidar,,,,
VLDR,Velodyne Lidar,,,,
VLDRW,Velodyne Lidar,,,,
VLGEA,Village Super Market Inc,USD,NASDAQ,United States,Common Stock
VLLX,Valley Republic Bancorp,USD,OTC,United States of America,EQUITY
VLNCF,The Valens Company Inc.,USD,OTC,United States of America,EQUITY
VLNSF,Velan Inc.,USD,OTC,United States of America,EQUITY
VLO,Valero Energy Corp,USD,NYSE,United States,Common Stock
VLON,Vallon Pharmaceuticals,,,,
VLPNF,Voestalpine AG,USD,OTC,United States of America,EQUITY
VLRS,Controladora Vuela Cia de Aviacion SAB de CV,USD,NYSE,United States,Depositary Receipt
VLRXQ,Valeritas Holdings,,,,
VLT,Invesco High Income Trust II,USD,NYSE,United States,Closed-end Fund
VLXC,Veltex Corp.,USD,OTC,United States,Common Stock
VLY,Valley National Bancorp,USD,NASDAQ,United States,Common Stock
VLYPO,Valley National Bancorp,USD,NASDAQ,United States,Preferred Stock
VLYPP,Valley National Bancorp,USD,NASDAQ,United States,Preferred Stock
VMAC,Vistas Media Acquisition Company Inc.,USD,NASDAQ,United States of America,EQUITY
VMAR,Vision Marine Technologies Inc.,USD,NASDAQ,United States of America,EQUITY
VMC,Vulcan Materials Co,USD,NYSE,United States,Common Stock
VMCS,VisualMED Clinical Solutions Corp.,USD,OTC,United States,Common Stock
VMD,Viemed Healthcare Inc,USD,NASDAQ,United States,Common Stock
VMD,Viemed Healthcare,,,,
VMEO,Vimeo,,,,
VMHG,Victory Marine Holdings Corp.,USD,OTC,United States,Common Stock
VMI,Valmont Industries Inc,USD,NYSE,United States,Common Stock
VMM,Delaware Investments Minnesota Municipal Income Fund II,,,,
VMM,Delaware Investments Minnesota Municipal Income Fund II Inc,USD,NYSE,United States,Closed-end Fund
VMNT,Vemanti Group Inc.,USD,OTC,United States,Common Stock
VMO,Invesco Municipal Opportunity Trust,USD,NYSE,United States,Closed-end Fund
VMRI,Valmie Resources Inc.,USD,OTC,United States,Common Stock
VMSI,Vita Mobile Systems,,,,
VMTF,VMT Scientific,,,,
VMW,VMware Inc,USD,NYSE,United States,Common Stock
VNCE,Vince Holding Corp,USD,NYSE,United States,Common Stock
VNCI,Vancord Capital Inc.,USD,OTC,United States,Common Stock
VNDA,Vanda Pharmaceuticals Inc.,USD,NASDAQ,United States of America,EQUITY
VNDA,Vanda Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
VNE,Veoneer Inc,USD,NYSE,United States,Common Stock
VNET,21Vianet Group Inc,USD,NASDAQ,United States,Depositary Receipt
VNJA,Vanjia Corporation,USD,OTC,United States,Common Stock
VNO,Vornado Realty Trust,USD,NYSE,United States,Real Estate Investment Trust (REIT)
VNO-K,Vornado Realty Trust,USD,NYSE,United States,Preferred Stock
VNO-L,Vornado Realty Trust,USD,NYSE,United States,Preferred Stock
VNO-M,Vornado Realty Trust,USD,NYSE,United States,Preferred Stock
VNOM,Viper Energy Partners LP,USD,NASDAQ,United States,Limited Partnership
VNO.PR.L,Vornado Realty Trust,USD,NYSE,United States of America,EQUITY
VNO.PR.M,Vornado Realty Trust,USD,NYSE,United States of America,EQUITY
VNRGF,Vienna Insurance Group AG,USD,OTC,United States of America,EQUITY
VNRX,VolitionRX Ltd,USD,NYSE,United States,Common Stock
VNSN,Vansen Pharma Inc.,USD,OTC,United States,Common Stock
VNT,Vontier Corp,USD,NYSE,United States of America,Common Stock
VNTH,Nano Mobile Healthcare,,,,
VNTN,VentureNet Capital Group,,,,
VNTR,Venator Materials PLC,USD,NYSE,United States,Common Stock
VNUE,VNUE,,,,
VOAXF,Voltabox AG,USD,OTC,United States of America,EQUITY
VOC,Voc Energy Trust,USD,NYSE,United States,Unit Of Beneficial Interest
VOD,Vodafone Group PLC,USD,NASDAQ,United States,Depositary Receipt
VODG,Vitro Diagnostics,,,,
VODPF,Vodafone Group Plc,USD,OTC,United States,Common Stock
VOIP,VOIP Talk,,,,
VOIS,Mind Solutions,,,,
VOLT,Volt Information Sciences Inc,USD,NYSE,United States,Common Stock
VOQP,VioQuest Pharmaceuticals,,,,
VOR,Vor Biopharma Inc.,USD,NASDAQ,United States of America,EQUITY
VOSO,Virtuoso Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
VOXX,VOXX International Corp,USD,NASDAQ,United States,Common Stock
VOYA,Voya Financial Inc,USD,NYSE,United States,Common Stock
VOYA-B,Voya Financial Inc,USD,NYSE,United States,Preferred Stock
VOYA.PR.B,Voya Financial,,,,
VOYJF,Valmet Oyj,USD,OTC,United States of America,EQUITY
VOYT,Voyant International Corp.,USD,OTC,United States,Common Stock
VPAHF,Volpara Health Technologies Limited,USD,OTC,United States of America,EQUITY
VPCB,VPC Impact Acquisition Holdings II,USD,NASDAQ,United States of America,EQUITY
VPER,Viper Networks,,,,
VPG,Vishay Precision Group Inc,USD,NYSE,United States,Common Stock
VPGI,Velocity Portfolio Group,,,,
VPGLF,Value Partners Group Limited,USD,OTC,United States of America,EQUITY
VPHIF,Valeo Pharma Inc.,USD,OTC,United States of America,EQUITY
VPLM,VOIP PAL.com,,,,
VPOR,Vapor Group,,,,
VPRB,VPR Brands,,,,
VPRO,Viropro,,,,
VPTV,VideoPropulsion Interactive Television,,,,
VPV,Invesco Pennsylvania Value Municipal Income Trust,USD,NYSE,United States,Closed-end Fund
VQSLF,VIQ Solutions Inc.,USD,OTC,United States of America,EQUITY
VRA,Vera Bradley Inc,USD,NASDAQ,United States,Common Stock
VRAY,ViewRay,,,,
VRAY,ViewRay Inc,USD,NASDAQ,United States,Common Stock
VRCA,Verrica Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
VRCA,Verrica Pharmaceuticals Inc.,USD,NASDAQ,United States of America,EQUITY
VRCI,Verde Science,,,,
VRCV,Varca Ventures,,,,
VRDN,Viridian Therapeutics,,,,
VRED,Virtual Ed Link,,,,
VREOF,Vireo Health International Inc.,USD,OTC,United States,Common Stock
VREOF,Vireo Health International,,,,
VREX,Varex Imaging Corp,USD,NASDAQ,United States,Common Stock
VRM,Vroom Inc,USD,NASDAQ,United States of America,Common Stock
VRME,VerifyMe,,,,
VRME,VerifyMe,,,,
VRNA,Verona Pharma plc,USD,NASDAQ,United States of America,EQUITY
VRNA,Verona Pharma PLC,USD,NASDAQ,United States,Depositary Receipt
VRNDF,Delta 9 Cannabis Inc.,USD,OTC,United States of America,EQUITY
VRNS,Varonis Systems Inc,USD,NASDAQ,United States,Common Stock
VRNT,Verint Systems Inc,USD,NASDAQ,United States,Common Stock
VRPX,Virpax Pharmaceuticals,,,,
VRRKF,VersaBank,USD,OTC,United States of America,EQUITY
VRRM,Verra Mobility Corporation,USD,NASDAQ,United States of America,EQUITY
VRRM,Verra Mobility Corp,USD,NASDAQ,United States,Common Stock
VRRMW,Verra Mobility Corporation,USD,OTC,United States,Warrant
VRS,Verso Corp,USD,NYSE,United States,Common Stock
VRSK,Verisk Analytics Inc,USD,NASDAQ,United States,Common Stock
VRSN,VeriSign Inc,USD,NASDAQ,United States,Common Stock
VRSRF,Versarien plc,USD,OTC,United States of America,EQUITY
VRSSD,Versus Systems Inc.,USD,OTC,United States of America,EQUITY
VRSSF,Versus Systems Inc.,USD,OTC,United States of America,EQUITY
VRT,Vertiv Holdings LLC,USD,NYSE,United States,Common Stock
VRTC,Veritec,,,,
VRTK,Vartech Systems Inc.,USD,OTC,United States,Common Stock
VRTS,Virtus Investment Partners Inc,USD,NASDAQ,United States,Common Stock
VRTT,Viatar CTC Solutions Inc.,USD,OTC,United States,Common Stock
VRTU,Virtusa Corp,USD,NASDAQ,United States,Common Stock
VRTV,Veritiv Corp,USD,NYSE,United States,Common Stock
VRTX,Vertex Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
VRTY,Verity Corp.,USD,OTC,United States,Common Stock
VRUS,Verus International,,,,
VRVR,Virtual Interactive Technologies Corp. ,USD,OTC,United States,Common Stock
VRXWF,MediaValet Inc.,USD,OTC,United States of America,EQUITY
VRYYF,The Very Good Food Company Inc.,USD,OTC,United States of America,EQUITY
VS,Versus Systems Inc.,USD,NASDAQ,United States of America,EQUITY
VSAT,ViaSat Inc,USD,NASDAQ,United States,Common Stock
VSBGF,VSBLTY Groupe Technologies Corp.,USD,OTC,United States of America,EQUITY
VSBN,VSB Bancorp,,,,
VSCO,Victoria's Secret & Co.,USD,NYSE,United States of America,EQUITY
VSEC,VSE Corp,USD,NASDAQ,United States,Common Stock
VSH,Vishay Intertechnology Inc,USD,NYSE,United States,Common Stock
VSLR,Vivint Solar Inc,USD,NYSE,United States,Common Stock
VSMD,Vasamed,,,,
VSPC,VIASPACE,,,,
VSPR,Vesper Healthcare Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
VSQTF,Victory Square Technologies Inc.,USD,OTC,United States of America,EQUITY
VSST,Voice Assist,,,,
VST,Vistra Energy Corp,USD,NYSE,United States,Common Stock
VSTA,Vasta Platform Ltd,USD,NASDAQ,United States of America,Common Stock
VSTCQ,Vision Technology Corp.,USD,OTC,United States,Common Stock
VSTM,Verastem Inc,USD,NASDAQ,United States,Common Stock
VSTM,Verastem,,,,
VSTO,Vista Outdoor Inc,USD,NYSE,United States,Common Stock
VSTR,ValueSetters,,,,
VSYM,View Systems,,,,
VTA,Invesco Dynamic Credit Opportunities Fund,USD,NYSE,United States,Closed-end Fund
VTEQ,VeriTeQ Corp.,USD,OTC,United States,Common Stock
VTGN,VistaGen Therapeutics Inc,USD,NASDAQ,United States,Common Stock
VTGN,VistaGen Therapeutics,,,,
VTIQ,VectoIQ Acquisition Corp. II,USD,NASDAQ,United States of America,EQUITY
VTIQU,VectoIQ Acquisition Corp,USD,NASDAQ,United States,Unit
VTLR,VirtualArmour International Inc.,USD,OTC,United States,Common Stock
VTMB,Vitamin Blue Inc,USD,OTC,United States,Common Stock
VTMC,Valentine Mark Corporation,USD,OTC,United States,Common Stock
VTMEF,Vietnam Enterprise Investments Limited,USD,OTC,United States of America,EQUITY
VTN,Invesco Trust for Investment Grade New York Municipals,USD,NYSE,United States,Closed-end Fund
VTNA,VetaNova Inc.,USD,OTC,United States,Common Stock
VTNR,Vertex Energy Inc,USD,NASDAQ,United States,Common Stock
VTNR,Vertex Energy,,,,
VTOL,Bristow Group Inc.,USD,NYSE,United States,Common Stock
VTON,Vast Solutions,,,,
VTR,Ventas Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
VTRS,Viatris Inc,USD,NASDAQ,United States of America,Common Stock
VTRU,Vitru Limited,USD,NASDAQ,United States of America,EQUITY
VTSI,VirTra Inc,USD,NASDAQ,United States,Common Stock
VTSI,VirTra,,,,
VTTH,Vast Solutions,,,,
VTVT,vTv Therapeutics Inc.,USD,NASDAQ,United States of America,EQUITY
VTVT,vTv Therapeutics Inc,USD,NASDAQ,United States,Common Stock
VTXB,Vortex Brands Co.,USD,OTC,United States,Common Stock
VTYB,Victory Bancorp Inc.,USD,OTC,United States,Common Stock
VUAL,Visual Industries Inc.,USD,OTC,United States,Common Stock
VULC,Vulcan International Corp.,USD,OTC,United States,Common Stock
VULNF,Vulcan Energy Resources Limited,USD,OTC,United States of America,EQUITY
VUOC,Vu1 Corp.,USD,OTC,United States,Common Stock
VUZI,Vuzix Corporation,USD,NASDAQ,United States of America,EQUITY
VUZI,Vuzix Corp,USD,NASDAQ,United States,Common Stock
VVCIF,VIVO Cannabis Inc.,USD,OTC,United States of America,EQUITY
VVCVF,VVC Exploration Corporation,USD,OTC,United States of America,EQUITY
VVI,Viad Corp,USD,NYSE,United States,Common Stock
VVIT,Vista International Technologies,,,,
VVNT,Vivint Smart Home Inc,USD,NYSE,United States,Common Stock
VVOS,Vivos Therapeutics,,,,
VVPR,VivoPower International PLC,USD,NASDAQ,United States,Common Stock
VVPR,VivoPower International PLC,USD,NASDAQ,United States of America,EQUITY
VVR,Invesco Senior Income Trust,USD,NYSE,United States,Closed-end Fund
VVUS,VIVUS Inc,USD,NASDAQ,United States,Common Stock
VVV,Valvoline Inc,USD,NYSE,United States,Common Stock
VWID,Virtus WMC International Dividend ETF,USD,NYSE,United States,Common Stock
VWTR,Vidler Water Resources,,,,
VXLLF,Vaxil Bio Ltd.,USD,OTC,United States of America,EQUITY
VXRT,Vaxart,,,,
VXRT,Vaxart Inc,USD,NASDAQ,United States,Common Stock
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,USD,CBOE,United States,Exchange-traded Note
VYCO,Vycor Medical,,,,
VYDR,Vydrotech,,,,
VYEY,Victory Oilfield Tech,,,,
VYGG,Vy Global Growth,USD,NYSE,United States of America,EQUITY
VYGR,Voyager Therapeutics Inc,USD,NASDAQ,United States,Common Stock
VYGVF,Voyager Digital Ltd.,USD,OTC,United States of America,EQUITY
VYGVF,Voyager Digital Canada Ltd.,USD,OTC,United States,Common Stock
VYNE,VYNE Therapeutics Inc.,USD,NASDAQ,United States,Common Stock
VYNT,Vyant Bio,,,,
VYON,Viyya Technologies,,,,
VYST,Vystar Corp.,USD,OTC,United States,Common Stock
VYST,Vystar Corporation,USD,OTC,United States of America,EQUITY
VYTPF,Vinythai Public Company Limited,USD,OTC,United States of America,EQUITY
VZ,Verizon Communications Inc,USD,NYSE,United States,Common Stock
VZIO,VIZIO Holding Corp.,USD,NYSE,United States of America,EQUITY
W,Wayfair Inc,USD,NYSE,United States,Common Stock
WAB,Wabtec Corp,USD,NYSE,United States,Common Stock
WABC,Westamerica Bancorporation,USD,NASDAQ,United States,Common Stock
WAFD,Washington Federal Inc,USD,NASDAQ,United States,Common Stock
WAFU,Wah Fu Education Group Ltd,USD,NASDAQ,United States,Common Stock
WAL,Western Alliance Bancorp,USD,NYSE,United States,Common Stock
WALD,Waldencast Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
WANSF,WANdisco plc,USD,OTC,United States of America,EQUITY
WARM,Cool Technologies,,,,
WASH,Washington Trust Bancorp Inc,USD,NASDAQ,United States,Common Stock
WAT,Waters Corp,USD,NYSE,United States,Common Stock
WATT,Energous Corporation,USD,NASDAQ,United States of America,EQUITY
WATT,Energous Corp,USD,NASDAQ,United States,Common Stock
WAXS,World Access,,,,
WAYN,Wayne Savings Bancshares,,,,
WAYN,Wayne Savings Bancshares,,,,
WAYS,Wave Sync Corp.,USD,OTC,United States,Common Stock
WB,Weibo Corp,USD,NASDAQ,United States,Depositary Receipt
WBA,Walgreens Boots Alliance Inc,USD,NASDAQ,United States,Common Stock
WBAI,500.com Ltd,USD,NYSE,United States,Depositary Receipt
WBBW,Westbury Bancorp,,,,
WBBW,Westbury Bancorp,,,,
WBC,WABCO Holdings Inc,USD,NYSE,United States,Common Stock
WBHC,Wilson Bank Holding Company,USD,OTC,United States,Common Stock
WBK,Westpac Banking Corp,USD,NYSE,United States,Depositary Receipt
WBQNL,Woodbridge Liquidation Trust,USD,OTC,United States,OTHER_SECURITY_TYPE
WBRE,Wild Brush Energy,,,,
WBS,Webster Financial Corp,USD,NYSE,United States,Common Stock
WBS-F,Webster Financial Corp,USD,NYSE,United States,Preferred Stock
WBSI,WebSafety,,,,
WBS.PR.F,Webster Financial Corporation,USD,NYSE,United States of America,EQUITY
WBT,Welbilt Inc,USD,NYSE,United States,Common Stock
WCBH,WCB Holdings,,,,
WCC,WESCO International Inc,USD,NYSE,United States,Common Stock
WCCP,Wealthcraft Capital,,,,
WCFB,WCF Bancorp Inc,USD,NASDAQ,United States,Common Stock
WCFB,WCF Bancorp,,,,
WCHS,Winchester Holding Group,USD,OTC,United States,Common Stock
WCIG,Wee-Cig International Corporation,USD,OTC,United States,Common Stock
WCN,Waste Connections Inc,USD,NYSE,United States,Common Stock
WCRS,Western Capital Resources,,,,
WCUI,Wellness Center USA Inc,USD,OTC,United States,Common Stock
WCVC,West Coast Ventures Group Corp.,USD,OTC,United States,Common Stock
WCYN,West Canyon Energy Corp.,USD,OTC,United States,Common Stock
WD,Walker & Dunlop Inc,USD,NYSE,United States,Common Stock
WDAY,Workday Inc,USD,NASDAQ,United States,Common Stock
WDC,Western Digital Corp,USD,NASDAQ,United States,Common Stock
WDDD,Worlds,,,,
WDDMF,WeedMD Inc.,USD,OTC,United States of America,EQUITY
WDFC,WD-40 Co,USD,NASDAQ,United States,Common Stock
WDFN,Woodlands Financial Services Co.,USD,OTC,United States,Common Stock
WDH,Waterdrop Inc.,USD,NYSE,United States of America,EQUITY
WDHR,WeedHire International,,,,
WDKA,Panache Beverage Inc.,USD,OTC,United States,Common Stock
WDLF,Social Life Network,,,,
WDLF,Social Life Network,,,,
WDR,Waddell & Reed Financial Inc,USD,NYSE,United States,Common Stock
WDRP,Wanderport Corp,USD,OTC,United States,Common Stock
